animal_id,mammal_genus,mammal_scientific_name,mammal_type ,mammal_group,plant_pub_name,endemic_widelydistributed,native_exotic,habit,updated_genus,updated_species,family,fruit_nature,fruit_type,fruit_colour,colour_nature,fruit_odour,no_of_seed_per_fruit,seed_number,arillate_notarillate,fruit_length_l,fruit_length_h,fruit_breadth_l,fruit_breadth_h,fruit_diameter_l,fruit_diameter_h,seed_length_l,seed_length_h,seed_breadth_l,seed_breadth_h,seed_diameter_l,seed_diameter_h,iucn_status_plant,location_country,Asia_zone,author_id
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Ardisia macrocarpa,Widely distributed,Native,Shrub,Ardisia,Ardisia macrocarpa,Primulaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Betula alnoides,Widely distributed,Native,Tree,Betula,Betula alnoides,Betulaceae,Dry,Nut,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,0.15,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Castanopsis tribuloides,Widely distributed,Native,Tree,Castanopsis,Castanopsis tribuloides,Fagaceae,Dry,nut,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,1.6,2.2,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Celtis australis,Widely distributed,Exotic,Tree,Celtis,Celtis australis,Cannabaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,NA,NA,NA,NA,1,1.2,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Entada phaseoloides,Widely distributed,Native,Tree,Entada,Entada phaseoloides,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,20,Eleven-Twenty,Not arillate,100,200,8,12,NA,NA,NA,NA,NA,NA,4,6,Not assessed,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Ficus lacor,Widely distributed,Native,Tree,Ficus,Ficus lacor,Moraceae,Fig,Synconium,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,1.2,4,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Helixanthera parasitica,Widely distributed,Native,Shrub,Helixanthera,Helixanthera parasitica,Loranthaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Rhus sp,NA,NA,NA,Rhus ,Rhus sp.,Anacardiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Schima wallichii,Widely distributed,Native,Tree,Schima,Schima wallichi,Theaceae,Dry,Capsule,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,10,Six-Ten,Not arillate,0.5,2,1,2,NA,NA,0.8,1,0.5,1,NA,NA,Least Concern,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Smilax aspera,Widely distributed,Native,Climber,Smilax,Smilax aspera,Smilacaceae,Fleshy,Berry,Red,"Bright (Red, Orange, Pink)",absent,3,Two-Five,Not arillate,NA,NA,NA,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Trichosanthes wallichiana,Widely distributed,Native,Climber,Trichosanthes,Trichosanthes wallichiana,cucurbitaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,many,> Twenty,Not arillate,5,10,7,7,NA,NA,1.5,1.8,0.8,1.2,NA,NA,Not assessed,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Viburnum mullaha,Widely distributed,Native,Tree,viburnum ,Viburnum mullaha,Viburnaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,NA,NA,NA,NA,0.5,0.7,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Zizyphus incurva,Widely distributed,Native,Tree,Ziziphus,Ziziphus incurva,Rhamnaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,2,Two-Five,Not arillate,1,1.2,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Acer oblongum,Widely distributed,Native,Tree,Acer,Acer oblongum,Sapindaceae,Dry,Schizocarp,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,0.7,0.7,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Khatiwada et al 2020
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Diospyros virginiana,Widely distributed,Exotic,Tree,Diospyros,Diospyros virginiana,Ebenaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,8,Six-Ten,Not arillate,NA,NA,NA,NA,1.9,5.1,0.13,0.13,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Koirala & Chalise 2014
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Dodecadenia grandiflora,Widely distributed,Native,Tree,Dodecadenia,Dodecadenia grandiflora,Lauraceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,1,1.2,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Koirala & Chalise 2014
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Machilus duthei,Widely distributed,Native,Tree,Machilus,Machilus duthiei,Lauraceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,NA,NA,NA,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Koirala & Chalise 2014
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Lindera nacusua,Widely distributed,Native,Shrub,Lindera,Lindera nacusua,Lauraceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,0.5,0.7,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Koirala & Chalise 2014
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Alnus nepalensis,Widely distributed,Native,Tree,Alnus,Alnus nepalensis,Betulaceae,Dry,Nut,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1.5,2,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Koirala et al 2017
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Quercus lanata,Widely distributed,Native,Tree,Quercus ,Quercus lanata,Fagaceae,Dry,Nut,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1.5,2,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Koirala et al 2017
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Persea odorattisima,Widely distributed,Native,Tree,Machilus,Machilus odorattisima,Lauraceae,Fleshy,Drupe,Purple,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,0.7,0.7,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Koirala et al 2017
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Loranthus sp,NA,NA,NA,Loranthus,Loranthus sp.,Loranthaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nepal,Indian subcontinent,Koirala et al 2017
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Ficus subincisa,Widely distributed,Native,Tree,Ficus,Ficus subincisa,Moraceae,Fig,Synconium,Orange,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.6,2.5,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Koirala et al 2017
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Maesa chisia,Widely distributed,Native,Shrub,Maesa,Maesa chisia,Primulaceae,Fleshy,Berry,White,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Koirala et al 2017
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Ligustrum confusum,Widely distributed,Native,Tree,Ligustrum,Ligustrum confusum,Oleaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,4,Two-Five,Not arillate,0.4,0.5,NA,NA,0.6,1.1,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Koirala et al 2017
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Rubus acuminatus,Widely distributed,Native,Shrub,Rubus,Rubus acuminatus,Rosaceae,Fleshy,aggregate of drupelets,Red,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Koirala et al 2017
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Euodia fraxinifolia,Widely distributed,Native,Tree,Tetradium,Tetradium faxinifolium,Rutaceae,Dry,Follicle,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,NA,NA,NA,NA,0.5,1,0.4,0.5,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Koirala et al 2017
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Symplocos sumuntia,Widely distributed,Native,Tree,Symplocos,Symplocos sumuntia,Symplocaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,0.6,1,0.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Koirala et al 2017
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Taxus wallichiana,Widely distributed,Native,Tree,Taxus,Taxus wallichiana,Taxaceae,Fleshy,cone,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,NA,NA,NA,NA,1,1,0.5,0.8,0.35,0.5,NA,NA,Endangered,Nepal,Indian subcontinent,Koirala et al 2017
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Ampelocissus sikkimensis,Widely distributed,Native,Climber,Ampelocissus,Ampleocissus sikkimensis,Vitaceae,Fleshy,Berry,Red,"Bright (Red, Orange, Pink)",absent,2,Two-Five,Not arillate,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Koirala et al 2017
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Tetrastigma serrulatum,Widely distributed,Native,Climber,Tetrastigma,Tetrastigma serrulatum,Vitaceae,Fleshy,Berry,Black,"Dark (Black, Blue, Purple, Violet)",absent,2,Two-Five,Not arillate,NA,NA,NA,NA,0.8,1.2,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Koirala et al 2017
Gaur,Bos,Bos gaurus,Herbivore,Bovid,Phyllanthus sp.,NA,NA,NA,Phyllanthus,Phyllanthus sp,Phyllanthaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nepal,Indian subcontinent,Chetri 2006
Indian Barking deer,Muntiacus,Muntiacus muntjak,Herbivore,Cervid,Lithocarpus elegans,Widely distributed,Native,Tree,Lithocarpus,Lithocarpus elegans,Fagaceae,Dry,Nut,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1.5,2.2,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Gurung 2022
Nepal Gray Langur,Semnopithecus,Semnopithecus schistaceus,Primates,Ceropithecidae,caragana gerardiana,Widely distributed,Native,Shrub,Caragana,Caragana gerardiana,Fabaceae,Dry,Legume,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,K.A. Sayers 2008
Nepal Gray Langur,Semnopithecus,Semnopithecus schistaceus,Primates,Ceropithecidae,Sorbus cuspidata,Widely distributed,Native,Tree,Griffitharia,Griffitharia vestita,Rosaceae,Fleshy,Drupe,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,1.5,2,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,K.A. Sayers 2008
Nepal Gray Langur,Semnopithecus,Semnopithecus schistaceus,Primates,Ceropithecidae,Hippohae rhamnoides,Widely distributed,Native,Shrub,Hippophae,Hippophae rhamnoides,Elaeagnaceae,Fleshy,Drupe,Orange,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,0.4,0.9,0.3,0.8,NA,NA,0.4,0.7,0.15,0.2,NA,NA,Least Concern,Nepal,Indian subcontinent,K.A. Sayers 2008
Nepal Gray Langur,Semnopithecus,Semnopithecus schistaceus,Primates,Ceropithecidae,Cotoneaster acuminatus,Widely distributed,Native,Shrub,Cotoneaster,Cotoneaster acuminatus,Rosaceae,Fleshy,Pome,Red,"Bright (Red, Orange, Pink)",absent,10,Six-Ten,Not arillate,0.8,1,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,K.A. Sayers 2008
Nepal Gray Langur,Semnopithecus,Semnopithecus schistaceus,Primates,Ceropithecidae,Jasminum humile,Widely distributed,Native,Shrub,Chrysojasminum,Chrysojasminum humile,Oleaceae,Fleshy,Berry,Black,"Dark (Black, Blue, Purple, Violet)",absent,2,Two-Five,Not arillate,0.6,1.1,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,K.A. Sayers 2008
Nepal Gray Langur,Semnopithecus,Semnopithecus schistaceus,Primates,Ceropithecidae,Rosa macrophylla,Widely distributed,Native,Shrub,Rosa,Rosa macrophylla,Rosaceae,Fleshy,Hip (Aggregate of achenes),Red,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,1.5,3,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,K.A. Sayers 2008
Nepal Gray Langur,Semnopithecus,Semnopithecus schistaceus,Primates,Ceropithecidae,Cotoneaster frigidus,Widely distributed,Native,Shrub,Cotoneaster,Cotoneaster frigidus,Rosaceae,Fleshy,Pome,Red,"Bright (Red, Orange, Pink)",absent,10,Six-Ten,Not arillate,NA,NA,NA,NA,0.4,0.5,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,K.A. Sayers 2008
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,Berberis sp,NA,NA,NA,Berberis,Berberis sp.,Berberidaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nepal,Indian subcontinent,Khatiwada et al 2020
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,Chayote sp,NA,NA,NA,Chayota,Chayota sp,cucurbitaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nepal,Indian subcontinent,Khatiwada et al 2020
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,Citrus maxima,Widely distributed,Exotic,Tree,Citrus,Citrus maxima,Rutaceae,NA,Pome,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,many,> Twenty,Not arillate,NA,NA,NA,NA,10,30,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,Khatiwada et al 2020
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,Eriobotrya dubia,Widely distributed,Native,Tree,Raphiolepis,Rhaphiolepis dubia,Rosaceae,Fleshy,Pome,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,2,Two-Five,Not arillate,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Khatiwada et al 2020
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,Gaultheria fragrantissima,Widely distributed,Native,Shrub,Gaultheria,Gaultheria fragrantissima,Ericaceae,Fig,Capsule,Blue,"Dark (Black, Blue, Purple, Violet)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.4,0.6,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Khatiwada et al 2020
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,Indigofera exillis,Widely distributed,Native,Shrub,Indigofera,Indigofera exilis,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,12,Eleven-Twenty,Not arillate,2.4,4.5,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nepal,Indian subcontinent,Khatiwada et al 2020
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,Momordica balsamina,Widely distributed,Exotic,Climber,Momordica,Momordica balsamina,cucurbitaceae,Fleshy,Berry,Orange,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,2.5,6.2,1.8,2.8,NA,NA,0.85,1.12,0.5,0.66,NA,NA,Not assessed,Nepal,Indian subcontinent,Khatiwada et al 2020
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,Myrsine capitellata,Widely distributed,Native,Tree,Myrsine,Myrsine capitellata,Primulaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,NA,NA,NA,NA,0.25,0.5,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Khatiwada et al 2020
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,Piper mullesua,Widely distributed,Native,Climber,Piper,Piper peepuloides,Piperaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,NA,NA,NA,NA,0.25,0.25,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Khatiwada et al 2020
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,prunus domestica,Widely distributed,Exotic,Tree,Prunus ,Prunus domestica,Rosaceae,Fleshy,Drupe,Blue,"Dark (Black, Blue, Purple, Violet)",present,1,One,Not arillate,4,7.5,NA,NA,1,8,NA,NA,NA,NA,NA,NA,Data deficient,Nepal,Indian subcontinent,Khatiwada et al 2020
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,Smilax sp,NA,NA,NA,Smilax,Smilax sp.,Smilacaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nepal,Indian subcontinent,Khatiwada et al 2020
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,Lindera pulcherrima,Widely distributed,Native,Tree,Lindera,Lindera pulcherrima,Lauraceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,0.8,0.8,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Khatiwada et al 2020
Sloth Bear,Melursus,Melursus ursinus,Carnivore,Ursid,Grewia schlerophylla,Widely distributed,Native,Shrub,Grewia ,Grewia sclerophylla,Malvaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,4,Two-Five,Not arillate,NA,NA,NA,NA,1.2,1.8,NA,NA,NA,NA,NA,NA,Not assessed,Nepal,Indian subcontinent,Joshi et al 1997
Sloth Bear,Melursus,Melursus ursinus,Carnivore,Ursid,Phoenix acaulis,Widely distributed,Native,Shrub,Phoenix,Phoenix acaulis,Arecaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,1.2,1.8,0.8,0.8,NA,NA,1,1,0.5,0.5,NA,NA,Not assessed,Nepal,Indian subcontinent,Joshi et al 1997
Sloth Bear,Melursus,Melursus ursinus,Carnivore,Ursid,Callicarpa macrophylla,Widely distributed,Native,Shrub,Callicarpa,Callicarpa macrophylla,Lamiaceae,Fleshy,Drupe,Purple,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,NA,NA,NA,NA,0.2,0.3,NA,NA,NA,NA,NA,NA,Least Concern,Nepal,Indian subcontinent,"Laurie and Seidensticker, 1977"
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Celtis sp,NA,NA,NA,Celtis,Celtis sp.,Cannabaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oriental region,NA,Corlett 1998
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Acer spp.,NA,NA,NA,Acer,Acer sp.,Sapindaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pakistan,Indian subcontinent,Ali et al 2017
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Taxus spp.,NA,NA,NA,Taxus,Taxus sp.,Taxaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pakistan,Indian subcontinent,Ali et al 2017
Asiatic Black Bear,Ursus,Ursus thibetanus,Carnivore,Ursid,Viburnum grandiflorum,Widely distributed,Native,Shrub,viburnum ,Viburnum grandiflorum,Viburnaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,1.2,1.2,0.8,0.8,0.6,1,NA,NA,NA,NA,NA,NA,Least Concern,Pakistan,Indian subcontinent,Ali et al 2017
Chinkara,Gazella,Gazella bennettii,Herbivore,Bovid,Citrullus colocynthis,Widely distributed,Native,Climber,Citrullus,Citrullus colocynthis,cucurbitaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,many,> Twenty,Not arillate,NA,NA,NA,NA,5,12,0.6,1,0.35,0.5,NA,NA,Not assessed,Pakistan,Indian subcontinent,Roberts 1977
Himalayan Gray Langur,Semnopithecus,Semnopithecus ajax,Primates,Ceropithecidae,Aesculus indica,Widely distributed,Native,Tree,Aesculus,Aesculus indica,Sapindaceae,Dry,Capsule,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,2,2,NA,NA,4.1,4.1,NA,NA,NA,NA,3.5,3.5,Least Concern,Pakistan,Indian subcontinent,Asif et al 2018
Indian Grey Moongoose,Herpestes,Herpestes edwardsii,Carnivore,Herpestid,Ziziphus oxyphylla,Widely distributed,Native,Shrub,Ziziphus,Ziziphus oxyphylla,Rhamnaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",present,1,One,Not arillate,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,Pakistan,Indian subcontinent,Akrim et al 2019
Rhesus Macaque,Macaca,Macaca mulatta,Primates,Macaque,Pinus wallichiana,Widely distributed,Native,Tree,Pinus ,Pinus wallichiana,Pinaceae,Dry,cone,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,NA,NA,0.3,0.9,0.4,0.5,NA,NA,Least Concern,Pakistan,Indian subcontinent,Goldstein & Richard 1989
Small Indian Mongoose,Herpestes,Herpestes auropunctatus,Carnivore,Herpestid,Ficus virgata,Widely distributed,Native,Tree,Ficus,Ficus palmata,Moraceae,Fig,Synconium,Purple,"Dark (Black, Blue, Purple, Violet)",absent,many,> Twenty,Not arillate,2,2,NA,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,Least Concern,Pakistan,Indian subcontinent,Fatima et al 2020
Small Indian Mongoose,Herpestes,Herpestes auropunctatus,Carnivore,Herpestid,Rubus fruticosus,Widely distributed,Exotic,Shrub,Rubus,Rubus fruticosus,Rosaceae,Fleshy,Aggregate of drupelets,Black,"Dark (Black, Blue, Purple, Violet)",absent,many,> Twenty,Not arillate,1,2,NA,NA,NA,NA,0.26,0.37,0.16,0.25,NA,NA,Least Concern,Pakistan,Indian subcontinent,Fatima et al 2020
Small Indian Mongoose,Herpestes,Herpestes auropunctatus,Carnivore,Herpestid,Grewia tenax,Widely distributed,Native,Shrub,Grewia,Grewia tenax,Malvaceae,Fleshy,Capsule,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,NA,NA,0.8,1.2,1,1,NA,NA,NA,NA,NA,NA,Least Concern,Pakistan,Indian subcontinent,Fatima et al 2020
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Pinanga insignis,Widely distributed,Native,Tree,Pinanga,Pinanga insignis,Arecaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,2.6,2.6,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Philippines,South-east Asia,De Guia et al 2020
Common Palm Civet,Paradoxurus,Paradoxurus hermaphroditus,Carnivore,Viverrid,Ficus minahassae,Widely distributed,Native,Tree,Ficus,Ficus minahassae,Moraceae,Fig,Synconium,Red,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,Least Concern,Philippines,South-east Asia,De Guia et al 2020
Visayan warty Pig,Sus,Sus cebifrons,Herbivore,Pig,Lithocarpus sp,NA,NA,NA,Lithocarpus,Lthocarpus sp,Fagaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phillipines,South-east Asia,Srdhara et al 2017
Farasan Gazelle,Gazella,Gazella arabica,Herbivore,Bovid,Acacia ehrenbergiana,Widely distributed,Native,Shrub,Vachellia,Vachellia flava,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,4,Two-Five,Not arillate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,Saudi Arabia,West Asia,Wronski et al 2015
