"author_of_the_papers","year_of_publishing","paper_heading","mammal_species","mammal_group","country","BIOME_NAME","ECO_NAME","REALM","SHAPE_LENG","SHAPE_AREA","geometry"
"Sumansiri & Weerakon 2008",2008,"A Study on the Seed Dispersal Capability of Asian Elephants in the Northwestern Region of Sri Lanka","Elephant","Herbivore","Sri Lanka","Tropical & Subtropical Dry Broadleaf Forests","Sri Lanka dry-zone dry evergreen forests","Indomalayan",13.4553203567,3.95273643314,c(81.06168611, 7.85038056)
"Sundaram 2011",2011,"Patterns and processes of Lantana camara persistence in South Indian tropical dry forests","Sloth bear","Carnivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Sundaram 2011",2011,"Patterns and processes of Lantana camara persistence in South Indian tropical dry forests","Wild pig","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(77.15501944, 11.86248056)
"Suresh Kumar et al 2007",2007,"Foraging ecology and time-activity budget of the Arunachal macaque Macaca munzala -A preliminary study","Arunachal macaque","Primate","India","Temperate Conifer Forests","Northeast Himalayan subalpine conifer forests","Palearctic",60.0938659992,4.29929037018,c(91.72894167, 27.70973611)
"Sushma & Singh 2006",2006,"Resource partitioning and interspecific interactions among sympatric rain forest arboreal mammals of the Western Ghats, India","Bonnet macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.99621111, 10.66473333)
"Sushma & Singh 2006",2006,"Resource partitioning and interspecific interactions among sympatric rain forest arboreal mammals of the Western Ghats, India","Lion-tailed macaque","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.99621111, 10.66473333)
"Sushma & Singh 2006",2006,"Resource partitioning and interspecific interactions among sympatric rain forest arboreal mammals of the Western Ghats, India","Nilgiri langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats moist deciduous forests","Indomalayan",23.2135626313,1.95732797404,c(76.99621111, 10.66473333)
"Swapna et al 2010",2010,"Exudativory in the Bengal Slow Loris (Nycticebus bengalensis) in Trishna Wildlife Sanctuary, Tripura, Northeast India","Slow loris","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","Lower Gangetic Plains moist deciduous forests","Indomalayan",47.6092593332,22.6148787673,c(91.40120278, 23.279375)
"Takahashi et al 2007",2007,"Seasonal variation in fleshy fruit use and seed dispersal by the Japanese black bear (Ursus thibetanus japonicus)","Asiatic black bear","Carnivore","Japan","Temperate Conifer Forests","Honshu alpine conifer forests","Palearctic",25.7687773102,1.1844351743,c(137.92181944, 36.15439444)
"Takatsuki et al 2018",2018,"A Comparison of Food Habits Between Japanese Marten and Raccoon Dog in Western Tokyo with Reference to Fruit Use","Japanese marten","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.27951111, 35.645975)
"Takatsuki et al 2018",2018,"A Comparison of Food Habits Between Japanese Marten and Raccoon Dog in Western Tokyo with Reference to Fruit Use","Raccoon dog","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.27951111, 35.645975)
"Tan et al 2020",2020,"Long-term monitoring of seed dispersal by Asian elephants in a Sundaland rainforest","Elephant","Herbivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Peninsular Malaysian montane rain forests","Indomalayan",16.704473587,1.39395562271,c(101.39802778, 5.19787222)
"Tang et al 2016",2016,"Forest seasonality shapes diet of limestone-living rhesus macaques at Nonggang, China","Rhesus macaque","Primate","China","Tropical & Subtropical Moist Broadleaf Forests","South China-Vietnam subtropical evergreen forests","Indomalayan",104.872158188,19.6000284653,c(106.96083611, 22.4679)
"Tatara & Doi 1994",1994,"Comparative analyses on food habits of Japanese marten, Siberian weasel and leopard cat in the Tsushima islands, Japan","Japanese marten","Carnivore","Korea","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(129.28751944, 34.20278056)
"Tatara & Doi 1994",1994,"Comparative analyses on food habits of Japanese marten, Siberian weasel and leopard cat in the Tsushima islands, Japan","Siberian Weasel","Carnivore","Korea","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(129.28751944, 34.20278056)
"Teegalapalli et al 2010",2010,"Patterns of seed rain and seedling regeneration in abandoned agricultural clearings in a seasonally dry tropical forest in India","Sambar","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats moist deciduous forests","Indomalayan",37.6119148784,4.08827228281,c(75.66204722, 13.67645)
"Teegalapalli et al 2010",2010,"Patterns of seed rain and seedling regeneration in abandoned agricultural clearings in a seasonally dry tropical forest in India","Spotted deer","Herbivore","India","Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats moist deciduous forests","Indomalayan",37.6119148784,4.08827228281,c(75.66204722, 13.67645)
"Thant 2013",2013,"Molecular Phylogenetic Status and Ecological Characteristics of Phayre’s Leaf Monkey (Trachypithecus phayrei) in Myanmar","Phayrei's leaf monkey","Primate","Myanmar","Tropical & Subtropical Dry Broadleaf Forests","Irrawaddy dry forests","Indomalayan",14.0626410646,3.03495518807,c(95.20537222, 20.93168056)
"Tongkok et al 2020",2020,"Composition of frugivores of Baccaurea ramiflora (Phyllanthaceae) and effects of environmental factors on frugivory in two tropical forests of China and Thailand","Binturong","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(100.79738889, 22.00748889)
"Tongkok et al 2020",2020,"Composition of frugivores of Baccaurea ramiflora (Phyllanthaceae) and effects of environmental factors on frugivory in two tropical forests of China and Thailand","Chinese ferret-badger","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(100.79738889, 22.00748889)
"Tongkok et al 2020",2020,"Composition of frugivores of Baccaurea ramiflora (Phyllanthaceae) and effects of environmental factors on frugivory in two tropical forests of China and Thailand","Elephant","Herbivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(100.79738889, 22.00748889)
"Tongkok et al 2020",2020,"Composition of frugivores of Baccaurea ramiflora (Phyllanthaceae) and effects of environmental factors on frugivory in two tropical forests of China and Thailand","Indian barking deer","Herbivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(100.79738889, 22.00748889)
"Tongkok et al 2020",2020,"Composition of frugivores of Baccaurea ramiflora (Phyllanthaceae) and effects of environmental factors on frugivory in two tropical forests of China and Thailand","Large indian civet","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(100.79738889, 22.00748889)
"Tongkok et al 2020",2020,"Composition of frugivores of Baccaurea ramiflora (Phyllanthaceae) and effects of environmental factors on frugivory in two tropical forests of China and Thailand","Lesser Mouse deer","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(100.79738889, 22.00748889)
"Tongkok et al 2020",2020,"Composition of frugivores of Baccaurea ramiflora (Phyllanthaceae) and effects of environmental factors on frugivory in two tropical forests of China and Thailand","Masked palm civet","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(100.79738889, 22.00748889)
"Tongkok et al 2020",2020,"Composition of frugivores of Baccaurea ramiflora (Phyllanthaceae) and effects of environmental factors on frugivory in two tropical forests of China and Thailand","Owston's civet","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(100.79738889, 22.00748889)
"Tongkok et al 2020",2020,"Composition of frugivores of Baccaurea ramiflora (Phyllanthaceae) and effects of environmental factors on frugivory in two tropical forests of China and Thailand","Sambar","Herbivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(100.79738889, 22.00748889)
"Tongkok et al 2020",2020,"Composition of frugivores of Baccaurea ramiflora (Phyllanthaceae) and effects of environmental factors on frugivory in two tropical forests of China and Thailand","Small indian civet","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(100.79738889, 22.00748889)
"Tongkok et al 2020",2020,"Composition of frugivores of Baccaurea ramiflora (Phyllanthaceae) and effects of environmental factors on frugivory in two tropical forests of China and Thailand","Small toothed palm civet","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(100.79738889, 22.00748889)
"Tongkok et al 2020",2020,"Composition of frugivores of Baccaurea ramiflora (Phyllanthaceae) and effects of environmental factors on frugivory in two tropical forests of China and Thailand","Wild pig","Herbivore","China","Tropical & Subtropical Moist Broadleaf Forests","Northern Indochina subtropical forests","Indomalayan",56.1992836576,38.1808175635,c(100.79738889, 22.00748889)
"Tredici 2007",2007,"The Phenology of Sexual Reproduction in Ginkgo biloba: Ecological and Evolutionary Implications","Raccoon dog","Carnivore","Japan","Tropical & Subtropical Moist Broadleaf Forests","Yunnan Plateau subtropical evergreen forests","Palearctic",29.7124087047,21.5293843925,c(104.54942778, 25.61611667)
"Trent 2010",2010,"ECOLOGY, HABITAT USE, AND CONSERVATION OF ASIATIC BLACK BEARS IN THEMIN MOUNTAINS OF SICHUAN PROVINCE, CHINA","Asiatic black bear","Carnivore","China","Temperate Broadleaf & Mixed Forests","Qin Ling Mountains deciduous forests","Palearctic",27.5036234258,11.9673078547,c(104.79877222, 32.59981944)
"Tsang & Corlett 2005",2005,"Reproductive biology of the Ilex species (Aquifoliaceae) in Hong Kong, China","Masked palm civet","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","South China-Vietnam subtropical evergreen forests","Indomalayan",104.872158188,19.6000284653,c(114.13795, 22.40884722)
"Tsuji at al 2014",2014,"Multi-annual variation in the diet composition and frugivory of the Japanese marten (Martes melampus) in western Tokyo, central Japan","Japanese marten","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.69671944, 35.68939722)
"Tsuji et al 2011",2011,"Endozoochorous seed dispersal by sympatric mustelids, Martes melampus andn Mustela itatsi, in western Tokyo, central Japan","Japanese marten","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.69671944, 35.68939722)
"Tsuji et al 2011",2011,"Endozoochorous seed dispersal by sympatric mustelids, Martes melampus andn Mustela itatsi, in western Tokyo, central Japan","Japanese weasel","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.69671944, 35.68939722)
"Tsuji et al 2020",2020,"Effects of Japanese marten (Martes melampus) gut passage on germination of Actinidia arguta (Actinidiaceae): Implications for seed dispersal","Japanese marten","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Nihonkai evergreen forests","Palearctic",34.2753607272,2.17206157233,c(137.14901944, 36.69231389)
"Tsunamoto et al 2018",2018,"Different contributions of birds and mammals to seed dispersal of a fleshy-fruited tree","Japanese badger","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(140.30385278, 36.93931111)
"Tsunamoto et al 2018",2018,"Different contributions of birds and mammals to seed dispersal of a fleshy-fruited tree","Raccoon dog","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(140.30385278, 36.93931111)
"Tsunamoto et al 2020",2020,"Timing of fruiting rather than topography determines the direction of vertical seed dispersal by mammals and birds","Asiatic black bear","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(140.248975, 36.86636944)
"Tsunamoto et al 2020",2020,"Timing of fruiting rather than topography determines the direction of vertical seed dispersal by mammals and birds","Japanese badger","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(140.248975, 36.86636944)
"Tsunamoto et al 2020",2020,"Timing of fruiting rather than topography determines the direction of vertical seed dispersal by mammals and birds","Japanese macaque","Primate","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(140.248975, 36.86636944)
"Tsunamoto et al 2020",2020,"Timing of fruiting rather than topography determines the direction of vertical seed dispersal by mammals and birds","Japanese marten","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(140.248975, 36.86636944)
"Tsunamoto et al 2020",2020,"Timing of fruiting rather than topography determines the direction of vertical seed dispersal by mammals and birds","Raccoon dog","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(140.248975, 36.86636944)
"Tsunamoto et al 2020",2020,"Timing of fruiting rather than topography determines the direction of vertical seed dispersal by mammals and birds","Red fox","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo montane deciduous forests","Palearctic",42.2937012175,4.20108993639,c(140.248975, 36.86636944)
"Tulung et al 2013",2013,"A STUDY ON BABIRUSA (BABYROUSA BABYRUSSA CELEBENSIS) IN TROPICAL FOREST OF NORTHERN PART OF SULAWESI","Buru babirus","Herbivore","Indonesia","Tropical & Subtropical Moist Broadleaf Forests","Sulawesi lowland rain forests","Australasia",150.744360977,9.42209688804,c(125.17361111, 1.49777778)
"Unanthanna & Wickramasinghe 2010",2010,"POPULATION DISTRIBUTION, THREATS AND CONSERVATION STATUS OF Semnopithecus priam thersites AT MIHINTALE SANCTUARY, SRI LANKA","Tufted grey langur","Primate","Sri Lanka","Tropical & Subtropical Dry Broadleaf Forests","Sri Lanka dry-zone dry evergreen forests","Indomalayan",13.4553203567,3.95273643314,c(80.50494444, 8.35342221999999)
"Upadhay et al 2022",2022,"Plant diversity of Point Calimere Wildlife Sanctuary and fodder species grazed by the Blackbuck Antilope cervicapra L.","Blackbuck","Herbivore","India","Deserts & Xeric Shrublands","Godavari-Krishna mangroves","Indomalayan",16.5759477632,0.591342978906,c(79.82991389, 10.28644167)
"Vanak & Gompper 2009",2009,"DIETARY NICHE SEPARATION BETWEEN SYMPATRIC FREE-RANGING DOMESTIC DOGS AND INDIAN FOXES IN CENTRAL INDIA","Indian fox","Carnivore","India","Deserts & Xeric Shrublands","Deccan thorn scrub forests","Indomalayan",55.5937841427,28.6472841235,c(75.86875, 17.82681944)
"Vandercone et al 2012",2012,"Dietary Diversity and Food Selection in Hanuman Langurs (Semnopithecus entellus) and PurpleFaced Langurs (Trachypithecus vetulus) in the Kaludiyapokuna Forest Reserve  in the Dry Zone of Sri Lanka","Hanuman langur","Primate","Sri Lanka","Tropical & Subtropical Dry Broadleaf Forests","Sri Lanka dry-zone dry evergreen forests","Indomalayan",13.4553203567,3.95273643314,c(80.73567222, 7.87556110999999)
"Vasudev et al 2008",2008,"Resource Distribution and Group Size in the Common Langur Semnopithecus entellus in Southern India","Hanuman langur","Primate","India","Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests","Indomalayan",12.5286599376,1.86477055909,c(76.06672222, 11.99226111)
"Viswanathan et al 2014",2014,"Seed Dispersal by Avian Frugivores: Non-random Heterogeneity at Fine Scales","Civet sp","Carnivore","India","Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests","Indomalayan",121.712300554,7.58235808345,c(96.53580833, 27.44547222)
"Wan 2009",2009,"The role of Masked Palm Civet (Paguma larvata) and Small IndianCivet (Viverricula indica) in seed dispersal in Hong Kong, China","Masked palm civet","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","South China-Vietnam subtropical evergreen forests","Indomalayan",104.872158188,19.6000284653,c(114.13824722, 22.40876111)
"Wan 2009",2009,"The role of Masked Palm Civet (Paguma larvata) and Small IndianCivet (Viverricula indica) in seed dispersal in Hong Kong, China","Small indian civet","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","South China-Vietnam subtropical evergreen forests","Indomalayan",104.872158188,19.6000284653,c(114.13824722, 22.40876111)
"Wang & Hou 2021",2021,"Short-term study on the yak dung seed bank on the Qinghai-Tibetan Plateau: effects of grazing season, seed characteristics and forage preferences","Domestic sheep","Herbivore","China","Montane Grasslands & Shrublands","Southeast Tibet shrublands and meadows","Palearctic",179.585203805,44.2751549229,c(101.76104167, 36.63505556)
"Wegge et al 2006",2006,"Dry season diets of sympatric ungulates in lowland Nepal: competition and facilitation in alluvial tall grasslands","Hog deer","Herbivore","Nepal","Tropical & Subtropical Moist Broadleaf Forests","Himalayan subtropical broadleaf forests","Indomalayan",140.086187108,3.48649735869,c(81.55964167, 28.35875278)
"Wilson & Dookia 2019",2019,"Desert Fox (Vulpes vulpes pusilla) a Generalist or Opportunistic Specialist: Insight into the Feeding Habit in Thar Desert of Rajasthan, India","Dessert Fox","Carnivore","India","Deserts & Xeric Shrublands","Thar desert","Indomalayan",28.8467886878,21.7315314529,c(70.51819444, 26.81946389)
"Wolfe 1992",1992,"Feeding Habits of the Rhesus Monkeys (Macaca mulatta) of Jaipur and Galta, India","Rhesus macaque","Primate","India","Tropical & Subtropical Dry Broadleaf Forests","Khathiar-Gir dry deciduous forests","Indomalayan",30.9183998667,23.7341991774,c(75.85825278, 26.91699722)
"Wronski et al 2014",2014,"Endemic Farasan gazelle (Gazella gazella farasani) enhance the dispersal of invasive Prosopis juliflora on Farasan Islands, Saudi Arabia","Farasan Gazelle","Herbivore","Saudi arabia","Deserts & Xeric Shrublands","Southwest Arabian coastal xeric shrublands","Afrotropic",65.0688420748,3.46731291067,c(41.98333611, 16.70583333)
"Yadav et al 2019",2019,"Occurrence and feeding habit of Asiatic black bear (Ursus thibetanus) in Nanda Devi biosphere reserve, Uttarakhand, India","Asiatic black bear","Carnivore","India","N/A","Rock and Ice","N/A",6629.94445998,6487.84862098,c(79.971575, 30.54110556)
"Yamashiro & Yamashiro 2006",2006,"Seed Dispersal by Kerama Deer (Cervus nippon keramae) on Aka Island, the Ryukyu Archipelago, Japan","Sika deer","Herbivore","Japan",NA,NA,NA,NA,NA,c(127.28918056, 26.18267222)
"Yanamoto-Ebina et al 2016",2016,"Food habits of Asian elephants Elephas maximus in a rainforest of northern Peninsular Malaysia","Elephant","Herbivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Peninsular Malaysian montane rain forests","Indomalayan",16.704473587,1.39395562271,c(101.39802778, 5.19787222)
"Yasumoto & Takatsuki 2015",2015,"The Japanese Marten Favors Actinidia arguta, a Forest Edge Liane as a Directed Seed Disperser","Japanese marten","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.69671944, 35.68922778)
"Yeager 1989",1989,"Feeding Ecology of the Proboscis Monkey (Nasalis larvatus) ","Proboscis monkey","Primate","Indonesia","Tropical & Subtropical Moist Broadleaf Forests","Southwest Borneo freshwater swamp forests","Indomalayan",47.8851544112,2.97601174701,c(111.91841389, -3.05501389)
"Yeager 1996",1996,"Feeding ecology of the long-tailed macaque(Macaca fascicularis) in Kalimantan Tengah, Indonesia","Crab-eating monkey","Primate","Indonesia","Tropical & Subtropical Moist Broadleaf Forests","Southwest Borneo freshwater swamp forests","Indomalayan",47.8851544112,2.97601174701,c(111.91841389, -3.05501389)
"Yin et al 2011",2011,"A Video-Aided Study of the Diet of Wild White-Headed Langurs (Trachypithecus leucocephalus) ","White-headed langur","Primate","China","Tropical & Subtropical Moist Broadleaf Forests","South China-Vietnam subtropical evergreen forests","Indomalayan",104.872158188,19.6000284653,c(107.54626944, 22.29056111)
"Yoshikawa & Higuchi 2018",2018,"Invasion of the loquat Eriobotrya japonica into urban areas of central Tokyo facilitated by crows","Japanese macaque","Primate","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.50002778, 35.67642222)
"Yoshikawa & Higuchi 2018",2018,"Invasion of the loquat Eriobotrya japonica into urban areas of central Tokyo facilitated by crows","Masked palm civet","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.50002778, 35.67642222)
"Yoshikawa & Higuchi 2018",2018,"Invasion of the loquat Eriobotrya japonica into urban areas of central Tokyo facilitated by crows","Raccoon dog","Carnivore","Japan","Temperate Broadleaf & Mixed Forests","Taiheiyo evergreen forests","Palearctic",114.323182986,13.5533871008,c(139.50002778, 35.67642222)
"Yousof 2009",2009,"Food Preferences of Seladang (Bos gaurus hubbackki) in Ulu Lepar, Pahang, Peninsular Malaysia","Gaur","Herbivore","Malayesia","Tropical & Subtropical Moist Broadleaf Forests","Peninsular Malaysian rain forests","Indomalayan",74.5838730257,10.1775849222,c(102.85148333, 3.76898055999999)
"Zhang & Chu 2015",2015,"Seed rain and seedling survival are major factors limiting vegetation regeneration on rehabilitated quarries","Civet sp","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","South China-Vietnam subtropical evergreen forests","Indomalayan",104.872158188,19.6000284653,c(114.13824722, 22.40876111)
"Zhou et al 2006",2006,"Diet and Food Choice of Trachypithecus francoisi in the Nonggang Nature Reserve, China","Francoi's leaf monkey","Primate","China","Tropical & Subtropical Moist Broadleaf Forests","South China-Vietnam subtropical evergreen forests","Indomalayan",104.872158188,19.6000284653,c(107.54626944, 22.29056111)
"Zhou et al 2007",2007,"Frugivory and seed dispersal by the yellow-throated marten, Martes flavigula, in a subtropical forest of China","Yellow throated marten","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Guizhou Plateau broadleaf and mixed forests","Palearctic",39.0295242973,24.7304690414,c(110.55533889, 30.08402222)
"Zhou et al 2008 a",2008,"Frugivory and seed dispersal by a small carnivore, the Chinese ferret-badger, Melogale moschata, in a fragmented subtropical forest of central China","Chinese ferret-badger","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Guizhou Plateau broadleaf and mixed forests","Palearctic",39.0295242973,24.7304690414,c(110.55533889, 30.08402222)
"Zhou et al 2008 b",2008,"DIETARY SHIFTS IN RELATION TO FRUIT AVAILABILITY AMONG MASKED PALM CIVETS (PAGUMA LARVATA) IN CENTRAL CHINA","Masked palm civet","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Guizhou Plateau broadleaf and mixed forests","Palearctic",39.0295242973,24.7304690414,c(110.55533889, 30.08402222)
"Zhou et al 2013",2013,"Anomalous, extreme weather disrupts obligate seed dispersal mutualism: snow in a subtropical forest ecosystem","Asiatic black bear","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Guizhou Plateau broadleaf and mixed forests","Palearctic",39.0295242973,24.7304690414,c(110.55533889, 30.08402222)
"Zhou et al 2013",2013,"Anomalous, extreme weather disrupts obligate seed dispersal mutualism: snow in a subtropical forest ecosystem","Chinese ferret-badger","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Guizhou Plateau broadleaf and mixed forests","Palearctic",39.0295242973,24.7304690414,c(110.55533889, 30.08402222)
"Zhou et al 2013",2013,"Anomalous, extreme weather disrupts obligate seed dispersal mutualism: snow in a subtropical forest ecosystem","Masked palm civet","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Guizhou Plateau broadleaf and mixed forests","Palearctic",39.0295242973,24.7304690414,c(110.55533889, 30.08402222)
"Zhou et al 2013",2013,"Anomalous, extreme weather disrupts obligate seed dispersal mutualism: snow in a subtropical forest ecosystem","Yellow throated marten","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Guizhou Plateau broadleaf and mixed forests","Palearctic",39.0295242973,24.7304690414,c(110.55533889, 30.08402222)
"Zhou et al 2014",2014,"Niche separation of sympatric macaques, Macaca assamensis and M. mulatta, in limestone habitats of Nonggang, China","Assamese macaque","Primate","China","Tropical & Subtropical Moist Broadleaf Forests","South China-Vietnam subtropical evergreen forests","Indomalayan",104.872158188,19.6000284653,c(107.54626944, 22.29056111)
"Zhou et al 2014",2014,"Niche separation of sympatric macaques, Macaca assamensis and M. mulatta, in limestone habitats of Nonggang, China","Rhesus macaque","Primate","China","Tropical & Subtropical Moist Broadleaf Forests","South China-Vietnam subtropical evergreen forests","Indomalayan",104.872158188,19.6000284653,c(107.54626944, 22.29056111)
"Zhou et al 2015",2015,"Seasonal dietary shifts and food resource exploitation by the hog badger (Arctonyx collaris) in a Chinese subtropical forest","Great hog-badger","Carnivore","China","Tropical & Subtropical Moist Broadleaf Forests","Guizhou Plateau broadleaf and mixed forests","Palearctic",39.0295242973,24.7304690414,c(110.55533889, 30.08402222)
